RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,PROPERTY AGE,SALE PRICE_BOROUGH,SALE PRICE_NEIGHBORHOOD,SALE PRICE_TAX,SALE PRICE_BUILDING_CLASS
8.0,0.0,8.0,2875,6406,100.0,3861703.9736522343,3177357.106902266,14936873.340818262,9385416.083075248
2.0,0.0,2.0,2000,1960,21.0,3861703.9736522343,3273104.198062806,1017245.6915716137,3485652.1876102965
3.0,0.0,3.0,1867,2610,120.0,5063551.579976352,3053182.964516212,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2700,1500,13.0,836270.3489777793,278360.83940781665,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2300,2846,57.0,4802954.856186422,1220419.8188183976,1017245.6915716137,3485652.1876102965
0.0,1.0,1.0,7500,7500,53.0,5063551.579976352,1118861.5774170554,32271016.052699663,9385416.083075248
2.0,0.0,2.0,2449,3021,119.0,5063551.579976352,5419054.229409519,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,4000,2197,82.0,4802954.856186422,183724.9784801987,1017245.6915716137,29005226.100711856
2.0,0.0,2.0,4000,2650,2.0,3861703.9736522343,952195.0945023171,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,12000,477,32.0,4802954.856186422,4369043.0271755755,14936873.340818262,8960340.83311872
4.0,0.0,4.0,3144,5024,87.0,5063551.579976352,5419054.229409519,14936873.340818262,8378411.299899098
3.0,1.0,4.0,2502,3700,88.0,3861703.9736522343,1293387.3978451886,14936873.340818262,3064399.882117014
30.0,2.0,32.0,10053,6989,3.0,35225126.574949324,38606141.80533925,14936873.340818262,45219437.39519432
3.0,0.0,3.0,2378,2192,97.0,4802954.856186422,4120071.3281049994,1017245.6915716137,9880790.642804565
2.0,0.0,2.0,2342,2440,87.0,4802954.856186422,243866.205785421,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2800,1440,52.0,836270.3489777793,181967.1764551378,1017245.6915716137,5605166.105268096
2.0,0.0,2.0,1520,1440,77.0,3861703.9736522343,2105712.0261747367,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2000,1312,88.0,4802954.856186422,1093383.352206826,1017245.6915716137,3748205.2976491596
3.0,0.0,3.0,2400,2400,98.0,5063551.579976352,9996753.67684368,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,7531,2334,93.0,4802954.856186422,2688846.059059772,1017245.6915716137,1502799.8878059827
47.0,0.0,47.0,12133,46410,95.0,5063551.579976352,22093485.182833448,14936873.340818262,9199411.590265727
1.0,0.0,1.0,1734,1354,27.0,836270.3489777793,399503.89884084417,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2036,512,92.0,4802954.856186422,989881.2327497865,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,1800,1836,75.0,5063551.579976352,1886526.231223137,1017245.6915716137,5770737.687805806
16.0,0.0,16.0,9461,16191,8.0,5063551.579976352,1538714.531011907,14936873.340818262,9385416.083075248
1.0,0.0,1.0,2975,1998,108.0,3861703.9736522343,2611309.9224563097,1017245.6915716137,9199411.590265727
2.0,2.0,4.0,6526,2343,87.0,3861703.9736522343,473525.75493028335,14936873.340818262,8960340.83311872
1.0,0.0,1.0,2432,4328,3.0,5063551.579976352,8194924.322915015,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,2650,1475,64.0,3861703.9736522343,597153.3942525067,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1600,2220,117.0,5063551.579976352,5419054.229409519,1017245.6915716137,8280849.799597023
1.0,0.0,1.0,1800,2394,76.0,5063551.579976352,1455462.8299592452,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,1800,1440,92.0,5063551.579976352,1886526.231223137,1017245.6915716137,8378411.299899098
0.0,2.0,2.0,7532,112850,10.0,35225126.574949324,18890182.40240153,32271016.052699663,15639642.256123416
3.0,0.0,3.0,3333,3114,107.0,5063551.579976352,2048681.4632169483,1017245.6915716137,467341.77133877523
2.0,0.0,2.0,2000,1320,65.0,5063551.579976352,8465665.880754348,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,19448,1477,36.0,35225126.574949324,96301348.94678484,14936873.340818262,9385416.083075248
1.0,0.0,1.0,4000,1056,52.0,836270.3489777793,229046.85581260614,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,3300,1568,99.0,4802954.856186422,2688846.059059772,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,6000,1740,99.0,4802954.856186422,1093383.352206826,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2856,1387,107.0,3861703.9736522343,861315.1810494018,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,2000,1190,98.0,5063551.579976352,8465665.880754348,1017245.6915716137,1671365.5447206842
1.0,0.0,1.0,1365,1040,19.0,836270.3489777793,353660.7854871189,1017245.6915716137,3748205.2976491596
2.0,0.0,2.0,2567,2320,68.0,5063551.579976352,281349.6290683214,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,3990,1630,68.0,4802954.856186422,225464.37264503955,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2450,3222,97.0,3861703.9736522343,3646677.0041452753,1017245.6915716137,3485652.1876102965
4.0,0.0,4.0,1980,6160,107.0,5063551.579976352,1982958.575476489,14936873.340818262,6669013.842240822
1.0,0.0,1.0,960,900,20.0,836270.3489777793,508657.57120637345,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2000,2920,19.0,5063551.579976352,8465665.880754348,1017245.6915716137,9385416.083075248
0.0,1.0,1.0,7600,11900,16.0,5063551.579976352,1567430.8592656292,32271016.052699663,8280849.799597023
1.0,0.0,1.0,2300,1155,97.0,4802954.856186422,672928.7891992137,1017245.6915716137,3452978.5270653986
1.0,0.0,1.0,7100,6382,56.0,5063551.579976352,358254.7788704161,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,1800,1404,96.0,4802954.856186422,535932.9023346939,1017245.6915716137,2346330.7101854873
1.0,0.0,1.0,6100,960,62.0,836270.3489777793,324730.1510149914,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,3210,1952,9.0,4802954.856186422,490272.09492791106,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2300,1891,73.0,5063551.579976352,8465665.880754348,1017245.6915716137,9199411.590265727
1.0,3.0,4.0,11343,7100,91.0,4802954.856186422,4369043.0271755755,32271016.052699663,14343022.73055073
2.0,0.0,2.0,4000,1399,64.0,4802954.856186422,4536793.06880105,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2812,1622,92.0,4802954.856186422,2623205.607783122,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2142,1928,79.0,4802954.856186422,4369043.0271755755,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,8971,1881,5.0,5063551.579976352,9996753.67684368,14936873.340818262,8960340.83311872
2.0,0.0,2.0,4000,1760,16.0,4802954.856186422,1822764.4671913718,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2500,1096,99.0,3861703.9736522343,952195.0945023171,1017245.6915716137,9880790.642804565
1.0,0.0,1.0,2342,1392,94.0,4802954.856186422,864596.1995937392,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,29000,829,119.0,5063551.579976352,2316976.659908732,14936873.340818262,9199411.590265727
1.0,0.0,1.0,15092,4106,35.0,836270.3489777793,314523.43121033435,1017245.6915716137,3748205.2976491596
6.0,1.0,7.0,2500,9000,88.0,5063551.579976352,2781265.286579693,14936873.340818262,7510504.63718403
1.0,0.0,1.0,1710,1485,80.0,4802954.856186422,2397110.102320395,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,5800,2100,42.0,836270.3489777793,229046.85581260614,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,2000,2160,119.0,5063551.579976352,1619349.384835811,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,1120,900,16.0,836270.3489777793,93239.44221503208,1017245.6915716137,9880790.642804565
1.0,0.0,1.0,4000,638,97.0,4802954.856186422,235921.1381208223,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,1800,1440,52.0,5063551.579976352,585974.0009088849,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,5250,2134,69.0,3861703.9736522343,6476141.155196862,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2375,2868,108.0,3861703.9736522343,4044821.1477292916,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,1736,1672,109.0,5063551.579976352,29437080.375800617,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2558,1428,93.0,4802954.856186422,338458.77806244313,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4400,1100,69.0,836270.3489777793,399503.89884084417,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4800,1912,57.0,836270.3489777793,181967.1764551378,1017245.6915716137,467341.77133877523
2.0,0.0,2.0,2000,1800,58.0,5063551.579976352,8465665.880754348,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2610,1200,13.0,836270.3489777793,298759.89043444046,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2500,1392,85.0,5063551.579976352,1138899.9407762724,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,3450,1912,43.0,836270.3489777793,673481.5999680753,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,3000,1136,97.0,4802954.856186422,374997.4832327893,1017245.6915716137,3748205.2976491596
2.0,0.0,2.0,5062,1819,99.0,4802954.856186422,490272.09492791106,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1439,1683,120.0,5063551.579976352,1538714.531011907,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,1800,2317,84.0,4802954.856186422,4120071.3281049994,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,3600,1886,121.0,836270.3489777793,207110.8462204024,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2397,2018,69.0,3861703.9736522343,585676.7337998708,1017245.6915716137,4156933.960234159
1.0,1.0,2.0,9200,2080,66.0,836270.3489777793,611898.4980538915,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,4920,1050,67.0,4802954.856186422,341633.3415789724,1017245.6915716137,4690409.247198905
2.0,0.0,2.0,1900,2518,52.0,4802954.856186422,338836.3118425646,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2760,1160,94.0,4802954.856186422,2623205.607783122,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,2420,1256,12.0,836270.3489777793,353660.7854871189,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,2848,1343,107.0,836270.3489777793,951368.8253387164,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,4000,3120,70.0,836270.3489777793,1567722.291555938,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,1669,1344,121.0,5063551.579976352,2582674.6679680957,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,2500,3150,115.0,5063551.579976352,1184787.7223096557,1017245.6915716137,1924544.175486551
3.0,0.0,3.0,4100,2206,117.0,3861703.9736522343,3177357.106902266,1017245.6915716137,697995.3374016718
1.0,0.0,1.0,3000,1541,99.0,4802954.856186422,1822764.4671913718,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,3000,1640,90.0,4802954.856186422,374997.4832327893,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,2850,2840,54.0,3861703.9736522343,597153.3942525067,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,5200,816,62.0,836270.3489777793,191168.6031901954,1017245.6915716137,8530156.183166755
5.0,0.0,5.0,1525,6250,110.0,5063551.579976352,1567430.8592656292,14936873.340818262,9880790.642804565
133.0,4.0,137.0,11330,124630,54.0,35225126.574949324,28077852.08084897,14936873.340818262,6669013.842240822
0.0,1.0,1.0,10000,11200,85.0,3861703.9736522343,2753418.9565427448,32271016.052699663,16615671.78962391
0.0,1.0,1.0,11956,7230,88.0,5063551.579976352,5419054.229409519,32271016.052699663,8960340.83311872
3.0,0.0,3.0,2575,3840,83.0,3861703.9736522343,5411514.810193475,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,2375,3000,96.0,5063551.579976352,7115773.454916387,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,1101,1000,16.0,836270.3489777793,191168.6031901954,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,3550,1200,16.0,4802954.856186422,338458.77806244313,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,4373,1524,93.0,5063551.579976352,5321808.938237579,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,1943,1320,96.0,4802954.856186422,535932.9023346939,1017245.6915716137,8280849.799597023
1.0,0.0,1.0,2000,1440,80.0,4802954.856186422,29055204.37865142,1017245.6915716137,8960340.83311872
2.0,1.0,3.0,2140,1797,79.0,4802954.856186422,3792714.9696544283,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3000,1296,107.0,836270.3489777793,403730.74473141704,1017245.6915716137,5605166.105268096
2.0,0.0,2.0,2500,1980,119.0,5063551.579976352,4374883.979494905,1017245.6915716137,4690409.247198905
4.0,0.0,4.0,1900,2565,107.0,5063551.579976352,1990931.7424527043,14936873.340818262,4690409.247198905
1.0,0.0,1.0,3760,1344,47.0,4802954.856186422,343899.16564980877,1017245.6915716137,5605166.105268096
2.0,1.0,3.0,1907,2420,93.0,4802954.856186422,1822764.4671913718,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2459,1320,92.0,4802954.856186422,225464.37264503955,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,3314,1984,13.0,836270.3489777793,247185.63756474943,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,2000,2125,62.0,5063551.579976352,1039114.2117795983,1017245.6915716137,3485652.1876102965
3.0,1.0,4.0,2350,2750,87.0,4802954.856186422,338458.77806244313,14936873.340818262,9199411.590265727
1.0,0.0,1.0,2500,679,2.0,5063551.579976352,8797102.931721237,14936873.340818262,4706271.377821998
2.0,0.0,2.0,2223,2520,87.0,5063551.579976352,709878.4400812393,1017245.6915716137,8096569.671146394
0.0,1.0,1.0,4000,4000,106.0,5063551.579976352,2826500.752632177,32271016.052699663,8641954.42803451
1.0,0.0,1.0,4000,1524,93.0,4802954.856186422,3658924.870576323,1017245.6915716137,3748205.2976491596
6.0,0.0,6.0,2521,5400,90.0,5063551.579976352,1886526.231223137,14936873.340818262,7197867.78196626
3.0,0.0,3.0,2500,3750,88.0,4802954.856186422,3801467.7269542115,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,924,1664,103.0,3861703.9736522343,861315.1810494018,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2500,2126,96.0,3861703.9736522343,2113572.9082728205,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2500,1520,93.0,4802954.856186422,338458.77806244313,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2000,1625,93.0,5063551.579976352,2580664.6535697053,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1678,3072,120.0,35225126.574949324,12074631.112251023,1017245.6915716137,9385416.083075248
6.0,0.0,6.0,2375,4800,95.0,4802954.856186422,3792714.9696544283,14936873.340818262,8960340.83311872
6.0,1.0,7.0,2000,5000,161.0,5063551.579976352,22093485.182833448,14936873.340818262,5605166.105268096
1.0,0.0,1.0,1568,1116,60.0,3861703.9736522343,597153.3942525067,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2000,3360,121.0,5063551.579976352,1990931.7424527043,1017245.6915716137,6657477.4012331655
1.0,0.0,1.0,3710,2952,118.0,5063551.579976352,1658356.4436470466,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2500,3420,99.0,4802954.856186422,2076252.8151531098,1017245.6915716137,8960340.83311872
4.0,0.0,4.0,2081,3642,88.0,3861703.9736522343,3350791.0755468938,14936873.340818262,7197867.78196626
1.0,0.0,1.0,1275,2295,2.0,5063551.579976352,13976674.492825856,1017245.6915716137,8378411.299899098
3.0,0.0,3.0,2792,3246,15.0,4802954.856186422,3525347.0874369014,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4010,1110,75.0,4802954.856186422,4536793.06880105,1017245.6915716137,5770737.687805806
47.0,0.0,47.0,10000,35120,101.0,3861703.9736522343,7350014.047304599,14936873.340818262,9385416.083075248
1.0,0.0,1.0,2264,960,12.0,5063551.579976352,8797102.931721237,14936873.340818262,4706271.377821998
1.0,0.0,1.0,3742,1454,96.0,4802954.856186422,535932.9023346939,1017245.6915716137,5605166.105268096
3.0,0.0,3.0,2020,2895,12.0,5063551.579976352,1118861.5774170554,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,5520,2039,87.0,836270.3489777793,173632.8467720556,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,6000,1168,70.0,4802954.856186422,417027.5676049989,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,1500,2592,116.0,5063551.579976352,2580664.6535697053,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,1829,2023,65.0,3861703.9736522343,597153.3942525067,1017245.6915716137,9385416.083075248
23.0,0.0,23.0,7800,18457,86.0,4802954.856186422,3443878.576130942,14936873.340818262,2468162.7594685624
2.0,0.0,2.0,2175,2800,59.0,3861703.9736522343,597153.3942525067,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,4000,2366,98.0,5063551.579976352,2251161.550310983,1017245.6915716137,1053352.3425155885
2.0,0.0,2.0,3900,2042,33.0,4802954.856186422,4536793.06880105,1017245.6915716137,4706271.377821998
2.0,0.0,2.0,2000,2120,110.0,5063551.579976352,1118861.5774170554,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,1351,26696,3.0,5063551.579976352,43201480.54128017,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2700,2192,91.0,5063551.579976352,1455462.8299592452,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,14558,4550,30.0,836270.3489777793,164941.98785813747,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,1971,1782,64.0,3861703.9736522343,861315.1810494018,1017245.6915716137,9385416.083075248
6.0,0.0,6.0,2500,3900,101.0,3861703.9736522343,4728950.425964809,14936873.340818262,6669013.842240822
2.0,0.0,2.0,1248,1408,73.0,5063551.579976352,1441377.9955674428,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,1800,952,94.0,5063551.579976352,281349.6290683214,1017245.6915716137,8960340.83311872
0.0,1.0,1.0,6000,6000,85.0,5063551.579976352,10289546.242908016,32271016.052699663,15489567.354999226
2.0,0.0,2.0,3000,1892,13.0,4802954.856186422,225464.37264503955,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,1500,2700,11.0,3861703.9736522343,2308860.301698142,1017245.6915716137,1924544.175486551
1.0,0.0,1.0,1082,1480,29.0,836270.3489777793,229046.85581260614,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1903,2560,107.0,5063551.579976352,1174102.5794138785,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2500,1194,10.0,5063551.579976352,1561378.5384206239,14936873.340818262,9385416.083075248
2.0,0.0,2.0,2400,1408,95.0,5063551.579976352,1299348.265118323,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1290,1950,16.0,836270.3489777793,353660.7854871189,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,2175,2785,58.0,5063551.579976352,8465665.880754348,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,2280,1217,90.0,4802954.856186422,1822764.4671913718,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,1750,2080,106.0,5063551.579976352,380827.2161234182,1017245.6915716137,1924544.175486551
1.0,0.0,1.0,2000,868,99.0,4802954.856186422,1822764.4671913718,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1500,1200,88.0,5063551.579976352,2048681.4632169483,1017245.6915716137,4690409.247198905
2.0,0.0,2.0,3983,1920,69.0,4802954.856186422,374997.4832327893,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,3300,1848,107.0,5063551.579976352,1099103.882624396,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2550,1252,100.0,4802954.856186422,338458.77806244313,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,3069,2500,65.0,3861703.9736522343,597153.3942525067,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4700,1440,88.0,4802954.856186422,2688846.059059772,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1410,2424,117.0,5063551.579976352,1155754.3191770867,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2500,1230,59.0,836270.3489777793,399503.89884084417,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2400,2015,62.0,3861703.9736522343,3154462.3115488826,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2248,2290,12.0,836270.3489777793,399503.89884084417,1017245.6915716137,8960340.83311872
4.0,0.0,4.0,2000,2800,89.0,5063551.579976352,2093781.0712347392,14936873.340818262,9385416.083075248
0.0,2.0,2.0,7532,112850,10.0,35225126.574949324,18890182.40240153,32271016.052699663,15639642.256123416
1.0,0.0,1.0,3404,1600,36.0,836270.3489777793,572547.5246139063,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,5682,1552,7.0,836270.3489777793,164941.98785813747,1017245.6915716137,5366444.865610001
2.0,0.0,2.0,2008,1216,83.0,5063551.579976352,8465665.880754348,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,26535,667,39.0,35225126.574949324,73915011.50797829,14936873.340818262,9385416.083075248
1.0,0.0,1.0,4000,1506,66.0,4802954.856186422,219836.56036136474,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,1900,1606,1.0,5063551.579976352,3295268.524394729,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,2200,1120,28.0,836270.3489777793,923506.1855513548,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,2000,1184,100.0,4802954.856186422,2425798.96970885,1017245.6915716137,8960340.83311872
