RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,PROPERTY AGE,SALE PRICE_BOROUGH,SALE PRICE_NEIGHBORHOOD,SALE PRICE_TAX,SALE PRICE_BUILDING_CLASS
1.0,0.0,1.0,3442,925,2.0,836270.3489777793,313062.5317207275,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,6720,1050,51.0,836270.3489777793,399503.89884084417,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,4000,2584,40.0,836270.3489777793,316344.1739510204,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2017,2032,99.0,5063551.579976352,3230797.413111653,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,5940,2844,82.0,4802954.856186422,276003.28862739983,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,5350,3300,25.0,836270.3489777793,281655.83741255285,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,5336,2254,66.0,4802954.856186422,638779.1632064037,1017245.6915716137,2677306.5026981877
1.0,0.0,1.0,2750,1596,93.0,4802954.856186422,148132.73618357597,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2350,1660,88.0,3861703.9736522343,359787.0312928099,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1600,1183,87.0,4802954.856186422,7688010.241048332,1017245.6915716137,2468162.7594685624
4.0,0.0,4.0,2500,3280,93.0,3861703.9736522343,2586542.975325,14936873.340818262,8960340.83311872
0.0,292.0,292.0,9973,119685,5.0,35225126.574949324,51910506.4385693,32271016.052699663,58036131.49523892
2.0,0.0,2.0,4758,1600,59.0,836270.3489777793,182483.0614826403,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,3230,2783,69.0,4802954.856186422,5978378.233137703,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1737,5100,108.0,35225126.574949324,19480638.182261255,1017245.6915716137,21104247.57518568
2.0,0.0,2.0,4000,3146,58.0,4802954.856186422,503373.9371805768,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2325,1376,100.0,4802954.856186422,320659.4979397228,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1480,3366,12.0,5063551.579976352,35031855.06853015,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2910,2489,3.0,35225126.574949324,28977819.8499326,14936873.340818262,9385416.083075248
1.0,0.0,1.0,5471,1366,86.0,4802954.856186422,343899.16564980877,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,1908,1312,76.0,4802954.856186422,243866.205785421,1017245.6915716137,2468162.7594685624
0.0,2.0,2.0,7299,2000,86.0,5063551.579976352,585974.0009088849,32271016.052699663,11813758.30404023
1.0,0.0,1.0,1271,1324,31.0,836270.3489777793,426530.4478993629,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2000,1657,83.0,4802954.856186422,1066619.3996571056,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2304,1440,39.0,836270.3489777793,399503.89884084417,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2508,1288,88.0,836270.3489777793,1701993.939526431,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,2242,2539,97.0,5063551.579976352,2781265.286579693,1017245.6915716137,21104247.57518568
1.0,0.0,1.0,2500,1332,91.0,3861703.9736522343,152125.8224932472,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2525,972,99.0,836270.3489777793,2400207.3691350175,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,3242,1772,100.0,4802954.856186422,2688846.059059772,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3000,2073,2.0,5063551.579976352,1886526.231223137,14936873.340818262,9199411.590265727
4.0,0.0,4.0,3444,5766,87.0,5063551.579976352,5419054.229409519,14936873.340818262,8378411.299899098
1.0,0.0,1.0,5040,1800,66.0,4802954.856186422,235921.1381208223,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2700,2400,93.0,5063551.579976352,2781265.286579693,1017245.6915716137,21104247.57518568
2.0,0.0,2.0,4000,1500,2.0,836270.3489777793,164941.98785813747,1017245.6915716137,3452978.5270653986
2.0,0.0,2.0,3000,2238,31.0,4802954.856186422,490272.09492791106,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2912,1296,57.0,836270.3489777793,119759.35452278386,1017245.6915716137,5605166.105268096
2.0,0.0,2.0,2951,1720,96.0,4802954.856186422,1722204.7950529396,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2518,2090,12.0,836270.3489777793,631575.6741298423,1017245.6915716137,7197867.78196626
3.0,0.0,3.0,2000,2860,70.0,5063551.579976352,5321808.938237579,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3500,1136,98.0,4802954.856186422,374997.4832327893,1017245.6915716137,5366444.865610001
2.0,0.0,2.0,5000,2282,93.0,5063551.579976352,362855.71570566425,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,1900,3320,103.0,5063551.579976352,5419054.229409519,1017245.6915716137,4690409.247198905
2.0,0.0,2.0,4074,2808,32.0,836270.3489777793,265206.64544645796,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,8100,1369,70.0,836270.3489777793,1567722.291555938,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2375,1656,84.0,5063551.579976352,8465665.880754348,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1063,1540,54.0,5063551.579976352,3230797.413111653,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2500,1518,100.0,836270.3489777793,2400207.3691350175,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,1000,1320,67.0,4802954.856186422,7345284.675582843,1017245.6915716137,1371018.959418222
1.0,0.0,1.0,2350,1700,17.0,836270.3489777793,951368.8253387164,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,1200,960,14.0,836270.3489777793,247940.15915975053,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2000,3060,106.0,5063551.579976352,2826500.752632177,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2642,2352,98.0,5063551.579976352,8465665.880754348,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2500,1768,19.0,836270.3489777793,260437.39625521968,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,1200,1080,98.0,5063551.579976352,5419054.229409519,1017245.6915716137,4690409.247198905
3.0,0.0,3.0,4303,4368,32.0,4802954.856186422,3443878.576130942,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,1800,1152,72.0,4802954.856186422,864596.1995937392,1017245.6915716137,4706271.377821998
6.0,0.0,6.0,2808,5712,87.0,4802954.856186422,2623205.607783122,14936873.340818262,8960340.83311872
3.0,0.0,3.0,2003,2700,120.0,5063551.579976352,2582674.6679680957,1017245.6915716137,4343821.370997797
1.0,0.0,1.0,3358,1472,110.0,3861703.9736522343,2864946.606665272,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2000,3600,119.0,5063551.579976352,1990931.7424527043,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,2258,2430,87.0,3861703.9736522343,597153.3942525067,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,4000,1690,85.0,4802954.856186422,374997.4832327893,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,3000,2582,97.0,5063551.579976352,742826.2949783691,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,18083,5128,33.0,836270.3489777793,260437.39625521968,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,3133,2383,108.0,5063551.579976352,556371.9275594271,1017245.6915716137,5605166.105268096
0.0,1.0,1.0,1935,1300,27.0,836270.3489777793,181967.1764551378,32271016.052699663,5605166.105268096
1.0,0.0,1.0,20478,1116,12.0,35225126.574949324,35308217.9656606,14936873.340818262,9385416.083075248
2.0,0.0,2.0,2000,1670,97.0,4802954.856186422,3525347.0874369014,1017245.6915716137,3748205.2976491596
2.0,0.0,2.0,2458,2640,92.0,5063551.579976352,5321808.938237579,1017245.6915716137,9499686.195361389
1.0,0.0,1.0,5250,1260,15.0,836270.3489777793,1701993.939526431,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,5000,2760,119.0,3861703.9736522343,4125660.0651885346,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,53579,1805,38.0,836270.3489777793,164941.98785813747,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,3142,1316,94.0,4802954.856186422,444835.05494488974,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4800,3640,120.0,5063551.579976352,2580664.6535697053,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3105,2400,27.0,836270.3489777793,181967.1764551378,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,2000,1027,93.0,4802954.856186422,1822764.4671913718,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,1379,1645,1.0,836270.3489777793,673481.5999680753,1017245.6915716137,5605166.105268096
3.0,0.0,3.0,2000,1955,119.0,5063551.579976352,16200533.555790277,1017245.6915716137,8096569.671146394
0.0,2.0,2.0,24070,31760,68.0,3861703.9736522343,4728950.425964809,32271016.052699663,16615671.78962391
3.0,0.0,3.0,3000,4125,119.0,5063551.579976352,2781265.286579693,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,2480,1584,83.0,4802954.856186422,276003.28862739983,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2250,1044,100.0,5063551.579976352,1299348.265118323,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,4000,3077,98.0,4802954.856186422,357380.02614096954,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,3250,2402,92.0,5063551.579976352,1099103.882624396,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2032,1204,1.0,836270.3489777793,923506.1855513548,1017245.6915716137,1671365.5447206842
1.0,0.0,1.0,1710,1800,72.0,3861703.9736522343,561288.7498758736,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,5200,816,63.0,836270.3489777793,631575.6741298423,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,4200,1164,83.0,836270.3489777793,336627.6804035552,1017245.6915716137,8960340.83311872
0.0,2.0,2.0,3737,1246,89.0,4802954.856186422,672928.7891992137,32271016.052699663,9385416.083075248
2.0,0.0,2.0,2542,2480,88.0,4802954.856186422,2623205.607783122,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,5000,988,61.0,836270.3489777793,149811.79686103266,1017245.6915716137,5605166.105268096
2.0,0.0,2.0,2272,2100,10.0,4802954.856186422,937231.2270737746,1017245.6915716137,5605166.105268096
2.0,0.0,2.0,2500,3129,98.0,4802954.856186422,672928.7891992137,1017245.6915716137,3748205.2976491596
1.0,0.0,1.0,2600,1080,62.0,5063551.579976352,8465665.880754348,1017245.6915716137,9499686.195361389
1.0,0.0,1.0,2425,1504,38.0,836270.3489777793,426530.4478993629,1017245.6915716137,8960340.83311872
54.0,5.0,59.0,12500,52815,89.0,3861703.9736522343,8627535.571201496,14936873.340818262,6669013.842240822
1.0,0.0,1.0,713,713,2.0,4802954.856186422,3658924.870576323,14936873.340818262,9385416.083075248
1.0,0.0,1.0,1900,1606,2.0,5063551.579976352,3295268.524394729,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,4750,988,65.0,836270.3489777793,221385.81475382613,1017245.6915716137,8960340.83311872
8.0,0.0,8.0,2900,6960,85.0,5063551.579976352,1148988.0989418265,14936873.340818262,6669013.842240822
1.0,1.0,2.0,2340,1465,88.0,5063551.579976352,8465665.880754348,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,2050,1280,98.0,3861703.9736522343,597153.3942525067,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,3200,1378,88.0,4802954.856186422,444835.05494488974,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,14950,3050,42.0,836270.3489777793,656699.1795774497,1017245.6915716137,3748205.2976491596
9.0,0.0,9.0,1830,3888,100.0,35225126.574949324,12074631.112251023,14936873.340818262,9385416.083075248
1.0,0.0,1.0,7815,1078,68.0,4802954.856186422,1805267.7243366921,1017245.6915716137,9385416.083075248
7.0,1.0,8.0,2550,6628,87.0,3861703.9736522343,7350014.047304599,14936873.340818262,4917108.310077017
1.0,0.0,1.0,6000,2319,59.0,4802954.856186422,1093383.352206826,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3000,1918,98.0,4802954.856186422,320659.4979397228,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,5224,1163,75.0,4802954.856186422,5978378.233137703,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,4122,3216,98.0,3861703.9736522343,2611309.9224563097,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,8000,741,4.0,5063551.579976352,3073845.966364747,14936873.340818262,9199411.590265727
1.0,0.0,1.0,2808,1606,55.0,836270.3489777793,298759.89043444046,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2500,2273,96.0,3861703.9736522343,3154462.3115488826,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,911,1060,21.0,836270.3489777793,581745.5040940833,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,2500,2000,102.0,4802954.856186422,1054866.1116490588,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,1615,2019,119.0,5063551.579976352,556371.9275594271,1017245.6915716137,4343821.370997797
1.0,0.0,1.0,2880,1472,43.0,836270.3489777793,374453.25242678734,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,2142,538,3.0,5063551.579976352,8797102.931721237,14936873.340818262,9385416.083075248
2.0,0.0,2.0,2000,2100,93.0,5063551.579976352,5321808.938237579,1017245.6915716137,8378411.299899098
0.0,4.0,4.0,1771,3500,91.0,4802954.856186422,2011235.010806964,32271016.052699663,9385416.083075248
2.0,0.0,2.0,4140,2320,99.0,836270.3489777793,207110.8462204024,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2038,2160,16.0,4802954.856186422,1066619.3996571056,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,3882,2787,2.0,836270.3489777793,265206.64544645796,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2209,1325,15.0,836270.3489777793,258495.63690591935,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2700,1092,52.0,836270.3489777793,183604.13493462614,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,4982,2363,1.0,836270.3489777793,2011235.010806964,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,1300,960,88.0,5063551.579976352,1441377.9955674428,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,21738,601,62.0,4802954.856186422,3525347.0874369014,14936873.340818262,8960340.83311872
2.0,0.0,2.0,2000,2124,109.0,4802954.856186422,1054866.1116490588,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2517,1713,84.0,4802954.856186422,338836.3118425646,1017245.6915716137,9385416.083075248
1.0,1.0,2.0,1640,1600,86.0,5063551.579976352,2582674.6679680957,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,1667,1168,114.0,5063551.579976352,2781265.286579693,1017245.6915716137,9385416.083075248
2.0,1.0,3.0,1840,3240,89.0,5063551.579976352,1299348.265118323,1017245.6915716137,4706271.377821998
0.0,1.0,1.0,39100,235000,101.0,3861703.9736522343,4728950.425964809,32271016.052699663,15489567.354999226
1.0,0.0,1.0,5000,2152,100.0,836270.3489777793,324730.1510149914,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2992,2154,97.0,3861703.9736522343,2113572.9082728205,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,1875,1836,59.0,3861703.9736522343,221814.44087611348,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,2625,1200,107.0,836270.3489777793,324730.1510149914,1017245.6915716137,8960340.83311872
0.0,1.0,1.0,9500,4500,87.0,3861703.9736522343,7346628.229544093,32271016.052699663,8096569.671146394
2.0,0.0,2.0,2030,2232,20.0,4802954.856186422,3525347.0874369014,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,26535,796,39.0,35225126.574949324,73915011.50797829,14936873.340818262,9385416.083075248
2.0,0.0,2.0,1958,2138,106.0,4802954.856186422,1828081.3506090902,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,128798,917,31.0,4802954.856186422,2324084.2196704787,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,11880,5348,36.0,836270.3489777793,656699.1795774497,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1270,1427,25.0,836270.3489777793,129088.51888539351,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,1467,1260,73.0,5063551.579976352,2093781.0712347392,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,74000,1093,3.0,5063551.579976352,3230797.413111653,14936873.340818262,3237011.434335103
1.0,0.0,1.0,3937,1758,88.0,4802954.856186422,357380.02614096954,1017245.6915716137,8960340.83311872
0.0,2.0,2.0,10000,9750,98.0,3861703.9736522343,13419249.642940253,32271016.052699663,9003936.976106366
2.0,0.0,2.0,1573,1200,17.0,836270.3489777793,313299.56112378626,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1667,2001,120.0,5063551.579976352,1538714.531011907,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,2882,1552,98.0,5063551.579976352,4374883.979494905,1017245.6915716137,8096569.671146394
3.0,0.0,3.0,2144,3300,107.0,5063551.579976352,1538714.531011907,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,6000,1886,90.0,4802954.856186422,474325.5720149387,1017245.6915716137,5770737.687805806
0.0,1.0,1.0,1428,400,217.0,836270.3489777793,247940.15915975053,32271016.052699663,5770737.687805806
2.0,0.0,2.0,1950,3548,119.0,5063551.579976352,1990931.7424527043,1017245.6915716137,9199411.590265727
30.0,4.0,34.0,41700,66357,1.0,5063551.579976352,3230797.413111653,14936873.340818262,8096569.671146394
2.0,0.0,2.0,2304,2130,93.0,4802954.856186422,2623205.607783122,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,1710,1800,117.0,5063551.579976352,1118861.5774170554,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2000,2272,65.0,5063551.579976352,8465665.880754348,1017245.6915716137,9385416.083075248
9.0,0.0,9.0,2778,8574,10.0,4802954.856186422,2435348.8512849095,14936873.340818262,2468162.7594685624
2.0,0.0,2.0,3800,1848,67.0,4802954.856186422,998937.4570855985,1017245.6915716137,9385416.083075248
2.0,1.0,3.0,3400,2205,99.0,3861703.9736522343,2611309.9224563097,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,6000,2420,108.0,4802954.856186422,2324084.2196704787,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,1883,5200,119.0,35225126.574949324,9956176.666181272,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1300,3105,3.0,5063551.579976352,39809504.58265205,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2500,1224,93.0,4802954.856186422,224477.4231203304,1017245.6915716137,4156933.960234159
2.0,0.0,2.0,2500,2240,103.0,4802954.856186422,3801467.7269542115,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2490,6233,120.0,5063551.579976352,22093485.182833448,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,5471,3063,88.0,3861703.9736522343,861315.1810494018,1017245.6915716137,8378411.299899098
27.0,0.0,27.0,7600,25836,99.0,5063551.579976352,1299348.265118323,14936873.340818262,9385416.083075248
1.0,0.0,1.0,1920,1280,98.0,4802954.856186422,2141238.4892946505,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2300,1384,87.0,4802954.856186422,2425798.96970885,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,3000,7350,2.0,4802954.856186422,3658924.870576323,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2375,1520,37.0,5063551.579976352,4762031.471605043,1017245.6915716137,8096569.671146394
3.0,0.0,3.0,2100,2761,39.0,5063551.579976352,4374883.979494905,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,7755,1594,3.0,35225126.574949324,12074631.112251023,14936873.340818262,9880790.642804565
2.0,0.0,2.0,2500,2550,115.0,4802954.856186422,32189028.79682331,1017245.6915716137,2468162.7594685624
3.0,0.0,3.0,2100,2640,115.0,5063551.579976352,7195556.589289448,1017245.6915716137,1924544.175486551
1.0,0.0,1.0,4345,2080,54.0,836270.3489777793,278360.83940781665,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1472,1324,30.0,836270.3489777793,426530.4478993629,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2760,2448,97.0,4802954.856186422,937231.2270737746,1017245.6915716137,5605166.105268096
4.0,0.0,4.0,2717,3280,90.0,5063551.579976352,1441377.9955674428,14936873.340818262,9199411.590265727
2.0,0.0,2.0,2300,1680,104.0,4802954.856186422,1066619.3996571056,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2000,1520,83.0,4802954.856186422,3801467.7269542115,1017245.6915716137,9385416.083075248
59.0,0.0,59.0,14700,59952,89.0,3861703.9736522343,4125660.0651885346,14936873.340818262,4706271.377821998
1.0,0.0,1.0,1160,1600,29.0,836270.3489777793,857268.291222945,1017245.6915716137,8960340.83311872
0.0,39.0,39.0,7207,123243,93.0,35225126.574949324,30125777.33189655,32271016.052699663,9385416.083075248
2.0,0.0,2.0,2000,2512,62.0,5063551.579976352,585974.0009088849,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2004,1911,50.0,4802954.856186422,29055204.37865142,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,300428,972,36.0,836270.3489777793,426530.4478993629,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4180,1450,69.0,4802954.856186422,3658924.870576323,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2408,2241,16.0,836270.3489777793,213848.76848629853,1017245.6915716137,276022.25161346444
1.0,0.0,1.0,76503,452,31.0,35225126.574949324,38877006.01438477,14936873.340818262,8839384.08893964
2.0,1.0,3.0,1890,2720,97.0,4802954.856186422,336468.23293124296,1017245.6915716137,4927144.640210341
10.0,2.0,12.0,2500,9145,109.0,35225126.574949324,9827333.465982007,14936873.340818262,8839384.08893964
1.0,0.0,1.0,2500,1306,88.0,4802954.856186422,444835.05494488974,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,3442,1404,96.0,4802954.856186422,183724.9784801987,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,2575,1376,120.0,836270.3489777793,313299.56112378626,1017245.6915716137,9199411.590265727
6.0,0.0,6.0,3250,5727,86.0,5063551.579976352,1039114.2117795983,14936873.340818262,6669013.842240822
7.0,1.0,8.0,1950,7430,117.0,35225126.574949324,9972252.053743776,14936873.340818262,6669013.842240822
1.0,0.0,1.0,1800,676,88.0,5063551.579976352,149050.47312701354,1017245.6915716137,9499686.195361389
2.0,0.0,2.0,2800,2008,109.0,5063551.579976352,1299348.265118323,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,1350,1150,34.0,836270.3489777793,426530.4478993629,1017245.6915716137,8960340.83311872
0.0,10.0,10.0,16010,18265,95.0,4802954.856186422,4120071.3281049994,32271016.052699663,9385416.083075248
2.0,0.0,2.0,3200,1364,77.0,4802954.856186422,622297.6188312045,1017245.6915716137,2468162.7594685624
3.0,1.0,4.0,14145,7300,57.0,836270.3489777793,2537509.813041363,14936873.340818262,8960340.83311872
3.0,0.0,3.0,2900,3206,59.0,5063551.579976352,3073845.966364747,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,5417,2500,14.0,4802954.856186422,1805267.7243366921,1017245.6915716137,8960340.83311872
2.0,1.0,3.0,1200,3000,88.0,5063551.579976352,3666398.2038272605,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,6000,756,62.0,836270.3489777793,166605.73019226463,1017245.6915716137,9385416.083075248
19.0,2.0,21.0,2612,10230,118.0,35225126.574949324,13771873.996994054,14936873.340818262,9499686.195361389
1.0,0.0,1.0,2574,946,81.0,4802954.856186422,29055204.37865142,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2500,3000,108.0,5063551.579976352,8797102.931721237,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2500,2208,120.0,5063551.579976352,1561378.5384206239,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,2375,2204,99.0,5063551.579976352,4762031.471605043,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,900,2160,118.0,35225126.574949324,18546047.430980895,1017245.6915716137,1924544.175486551
2.0,0.0,2.0,2500,1932,32.0,836270.3489777793,181967.1764551378,1017245.6915716137,21104247.57518568
0.0,2.0,2.0,2500,11970,79.0,35225126.574949324,73915011.50797829,32271016.052699663,9385416.083075248
1.0,0.0,1.0,3496,924,56.0,4802954.856186422,989881.2327497865,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,1675,1872,93.0,4802954.856186422,320659.4979397228,1017245.6915716137,3748205.2976491596
2.0,0.0,2.0,4000,1824,94.0,4802954.856186422,1822764.4671913718,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,2000,2880,118.0,5063551.579976352,1014163.3053472327,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,44767,5739,5.0,35225126.574949324,35308217.9656606,14936873.340818262,9385416.083075248
1.0,0.0,1.0,791,2012,168.0,5063551.579976352,22093485.182833448,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,2000,1560,79.0,4802954.856186422,624436.8669998307,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,7242,1840,49.0,836270.3489777793,426530.4478993629,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4375,2048,117.0,4802954.856186422,490272.09492791106,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,12519,472,103.0,35225126.574949324,19480638.182261255,14936873.340818262,9385416.083075248
2.0,0.0,2.0,1708,1140,15.0,836270.3489777793,247185.63756474943,1017245.6915716137,8839384.08893964
2.0,0.0,2.0,1950,1488,76.0,4802954.856186422,989881.2327497865,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2000,1264,97.0,5063551.579976352,742826.2949783691,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,1775,1156,79.0,4802954.856186422,338836.3118425646,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,1700,2354,106.0,5063551.579976352,757179.1686118934,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,1250,1440,118.0,5063551.579976352,4374883.979494905,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,5000,2168,14.0,35225126.574949324,13771873.996994054,14936873.340818262,8960340.83311872
1.0,0.0,1.0,1963,4501,119.0,35225126.574949324,12074631.112251023,1017245.6915716137,29005226.100711856
1.0,0.0,1.0,43944,1010,62.0,5063551.579976352,3828102.6727800025,14936873.340818262,9199411.590265727
1.0,0.0,1.0,4480,2100,60.0,836270.3489777793,221385.81475382613,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2400,2144,98.0,4802954.856186422,2688846.059059772,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,3100,1180,97.0,4802954.856186422,3443878.576130942,1017245.6915716137,3485652.1876102965
2.0,1.0,3.0,1330,2280,57.0,5063551.579976352,1216756.2872842911,1017245.6915716137,3485652.1876102965
4.0,0.0,4.0,7506,10260,10.0,3861703.9736522343,3154462.3115488826,14936873.340818262,6669013.842240822
2.0,0.0,2.0,2650,1552,97.0,3861703.9736522343,561288.7498758736,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2300,1682,94.0,836270.3489777793,7205028.799387272,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2042,3848,119.0,5063551.579976352,3053182.964516212,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1992,3085,92.0,5063551.579976352,1099103.882624396,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,6000,2376,56.0,836270.3489777793,203658.66240123252,1017245.6915716137,4690409.247198905
4.0,0.0,4.0,2000,2804,108.0,5063551.579976352,1990931.7424527043,14936873.340818262,9199411.590265727
